Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Model
2011,50000,Petrol,Automatic,11.74,1796.0,186.0,5.0,8.5,mercedes-benz new
2013,37000,Diesel,Manual,23.59,1364.0,67.04,5.0,5.75,toyota etios
2014,30000,Petrol,Manual,19.4,1198.0,86.8,5.0,3.2,honda brio
2018,12831,Petrol,Automatic,21.4,1197.0,83.1,5.0,9.89,suzuki baleno
2012,143017,Diesel,Automatic,20.0,1968.0,138.1,5.0,6.58,skoda laura
2018,13102,Petrol,Manual,21.1,814.0,55.2,5.0,4.06,hyundai eon
2016,34267,Petrol,Manual,22.74,796.0,47.3,5.0,3.74,suzuki alto
2007,55100,Petrol,Manual,18.9,998.0,67.1,5.0,1.45,suzuki wagon
2008,40000,Petrol,Manual,17.7,1497.0,78.0,5.0,2.0,honda city
2017,31841,CNG,Manual,15.1,1196.0,73.0,5.0,4.7,suzuki eeco
2016,82756,Diesel,Manual,15.96,2523.0,62.1,7.0,7.7,mahindra bolero
2014,20600,Petrol,Manual,21.1,814.0,55.2,5.0,2.6,hyundai eon
2017,29952,Petrol,Automatic,13.0,1591.0,121.3,5.0,13.77,hyundai creta
2017,15000,Petrol,Manual,16.09,1598.0,103.5,5.0,7.1,volkswagen vento
2008,61938,Petrol,Automatic,12.9,1799.0,130.0,5.0,2.65,honda civic
2014,67000,Diesel,Manual,22.3,1248.0,74.0,5.0,2.5,tata indica
2013,61672,Diesel,Manual,16.0,2179.0,140.0,7.0,7.53,mahindra xuv500
2017,26185,Petrol,Manual,18.6,1197.0,81.83,5.0,7.98,hyundai i20
2011,67000,Petrol,Manual,18.5,1197.0,85.8,5.0,2.25,suzuki ritz
2015,80883,Diesel,Manual,12.8,2494.0,102.0,7.0,13.5,toyota innova
2016,80219,Diesel,Manual,27.62,793.0,47.0,5.0,3.5,suzuki celerio
2016,86642,Diesel,Automatic,15.17,1968.0,181.0,5.0,20.37,audi q3
2016,6800,Petrol,Manual,18.6,1197.0,81.83,5.0,7.2,hyundai i20
2012,82749,Diesel,Manual,19.01,1461.0,108.45,5.0,5.99,renault duster
2016,51000,Diesel,Manual,24.4,1120.0,71.0,5.0,5.25,hyundai xcent
2014,31465,Diesel,Manual,22.7,1498.0,89.84,5.0,6.5,ford ecosport
2013,76476,Petrol,Manual,16.47,1198.0,73.9,5.0,4.4,volkswagen polo
2017,14000,Diesel,Manual,24.0,1120.0,70.0,5.0,4.6,hyundai grand
2013,47000,Diesel,Manual,21.12,1248.0,88.8,5.0,2.95,tata manza
2011,48466,Petrol,Manual,17.0,1497.0,118.0,5.0,3.26,honda city
2008,46000,Petrol,Manual,17.92,1086.0,62.1,5.0,2.22,hyundai santro
2012,162663,Diesel,Manual,12.99,2494.0,100.0,7.0,10.5,toyota innova
2017,25142,Diesel,Manual,28.09,1248.0,88.5,5.0,8.26,suzuki ciaz
2013,69000,Diesel,Manual,12.55,2982.0,169.0,7.0,14.45,toyota fortuner
2014,45000,Diesel,Manual,15.8,2148.0,170.0,5.0,23.0,mercedes-benz new
2015,27000,Petrol,Manual,18.9,1197.0,82.0,5.0,4.5,hyundai grand
2018,3678,Petrol,Manual,18.16,1196.0,86.8,5.0,6.8,ford figo
2013,21000,Petrol,Manual,16.8,1395.0,138.02,5.0,8.75,skoda octavia
2015,67000,Diesel,Manual,19.87,1461.0,83.8,5.0,7.0,renault duster
2011,75000,Diesel,Manual,20.0,1399.0,68.0,5.0,2.25,ford figo
2012,52000,Diesel,Manual,22.07,1199.0,73.9,5.0,2.75,volkswagen polo
2011,91000,Diesel,Manual,23.2,1248.0,73.94,5.0,3.0,suzuki ritz
2013,60000,Diesel,Manual,23.08,1461.0,63.1,5.0,3.55,nissan micra
2013,37873,Diesel,Manual,22.32,1582.0,126.32,5.0,4.8,hyundai verna
2011,31000,Petrol,Automatic,10.8,2497.0,150.0,5.0,13.5,bmw 5
2004,78000,Petrol,Automatic,12.0,2354.0,187.4,5.0,3.99,honda cr-v
2016,32000,Diesel,Automatic,17.01,1582.0,126.2,5.0,15.5,hyundai creta
2010,59000,Petrol,Manual,19.81,1086.0,68.05,5.0,2.32,hyundai i10
2014,98000,Petrol,Manual,16.02,1373.0,93.7,7.0,5.5,suzuki ertiga
2006,72000,Diesel,Manual,18.7,1896.0,66.0,5.0,3.2,skoda octavia
2015,79000,Petrol,Manual,18.0,1198.0,86.7,5.0,4.0,honda amaze
2004,29000,Petrol,Manual,17.3,993.0,60.0,5.0,1.6,suzuki zen
2013,66012,Petrol,Manual,15.5,1586.0,103.3,5.0,4.15,suzuki sx4
2014,35000,Petrol,Automatic,16.5,1198.0,86.8,5.0,4.25,honda brio
2011,75000,Petrol,Manual,18.9,998.0,67.1,5.0,2.6,suzuki wagon
2012,32717,Petrol,Manual,18.6,1199.0,79.4,5.0,2.55,chevrolet beat
2014,79000,Diesel,Manual,22.7,1498.0,89.84,5.0,6.25,ford ecosport
2010,86000,Diesel,Manual,17.8,1248.0,75.0,5.0,3.6,suzuki swift
2015,25000,Petrol,Manual,17.3,1497.0,117.3,7.0,4.25,honda mobilio
2017,8500,Petrol,Manual,18.9,1197.0,82.0,5.0,4.8,hyundai grand
2015,34000,Diesel,Automatic,16.0,2179.0,140.0,7.0,13.0,mahindra xuv500
2012,41629,Petrol,Manual,14.83,1598.0,105.0,5.0,2.25,skoda fabia
2009,80227,Petrol,Manual,17.92,1086.0,62.1,5.0,2.3,hyundai santro
2019,8587,Petrol,Manual,15.29,1591.0,121.3,5.0,13.56,hyundai creta
2017,30000,Diesel,Manual,15.4,1997.0,120.0,7.0,12.25,mahindra scorpio
2013,64186,Diesel,Manual,20.5,1598.0,103.5,5.0,3.76,skoda rapid
2015,76427,Diesel,Manual,19.01,1461.0,108.45,5.0,8.58,renault duster
2013,27075,Petrol,Manual,17.6,1496.0,88.73,5.0,4.95,toyota etios
2012,30000,Petrol,Manual,22.5,998.0,67.04,5.0,3.3,suzuki wagon
2016,69434,Petrol,Manual,15.8,1591.0,121.3,5.0,8.0,hyundai creta
2014,56000,Petrol,Manual,23.1,998.0,67.04,5.0,2.79,suzuki celerio
2014,8700,Petrol,Manual,18.6,1199.0,76.8,5.0,2.55,chevrolet beat
2009,80464,Diesel,Automatic,11.0,2987.0,198.5,5.0,9.29,mercedes-benz e-class
2019,20667,Petrol,Manual,22.0,1197.0,81.8,5.0,6.37,suzuki swift
2013,60283,Petrol,Manual,14.6,1368.0,112.0,5.0,2.98,fiat linea
2017,31696,Petrol,Manual,20.4,1197.0,81.8,5.0,5.75,suzuki swift
2010,100000,Diesel,Manual,11.5,2982.0,171.0,7.0,13.0,toyota fortuner
2014,13361,Petrol,Manual,16.02,1373.0,93.7,7.0,6.8,suzuki ertiga
2010,48394,Petrol,Automatic,12.05,1995.0,154.0,5.0,10.49,bmw 3
2014,47399,Petrol,Manual,16.02,1373.0,93.7,7.0,5.6,suzuki ertiga
2010,69000,Petrol,Automatic,16.8,1497.0,118.0,5.0,2.85,honda city
2013,65278,Diesel,Manual,14.66,2199.0,194.3,7.0,8.36,hyundai santa
2005,108000,Diesel,Manual,17.0,1405.0,70.0,5.0,1.0,tata indigo
2010,50645,Petrol,Automatic,10.93,2497.0,204.0,5.0,10.75,mercedes-benz e-class
2011,130002,Diesel,Manual,19.3,1248.0,73.9,5.0,3.85,suzuki swift
2012,107000,Diesel,Manual,17.8,1399.0,67.0,5.0,3.0,ford fiesta
2015,41950,Petrol,Automatic,18.0,1497.0,117.3,5.0,9.6,honda city
2012,109000,Diesel,Manual,13.0,2982.0,168.5,7.0,13.25,toyota fortuner
2016,9000,Petrol,Manual,18.0,1198.0,86.7,5.0,5.75,honda amaze
2014,43900,Diesel,Manual,22.54,1396.0,88.73,5.0,6.75,hyundai i20
2009,77652,Petrol,Automatic,12.6,1586.0,103.2,5.0,2.85,suzuki sx4
2012,55000,Diesel,Manual,12.99,2494.0,100.0,7.0,9.51,toyota innova
2012,59900,Diesel,Automatic,18.48,1995.0,177.0,5.0,18.5,bmw 5
2015,73539,Diesel,Manual,19.01,1461.0,108.45,5.0,6.75,renault duster
2009,69690,Petrol,Manual,17.7,1497.0,78.0,5.0,3.29,honda city
2016,41000,Diesel,Manual,28.09,1248.0,88.5,5.0,9.5,suzuki ciaz
2010,109200,Petrol,Manual,17.5,1298.0,85.8,5.0,2.2,suzuki swift
2012,80000,Diesel,Manual,15.1,2179.0,140.0,7.0,6.5,mahindra xuv500
2007,51000,Petrol,Manual,13.5,1799.0,130.0,5.0,4.9,honda civic
2013,105000,Diesel,Manual,25.47,1248.0,88.5,7.0,6.75,suzuki ertiga
2017,31000,Diesel,Manual,21.13,1498.0,108.4,5.0,10.5,skoda rapid
2015,50000,Diesel,Manual,20.14,1498.0,88.8,5.0,6.2,volkswagen polo
2009,48000,Diesel,Automatic,17.0,1896.0,105.0,5.0,5.0,skoda laura
2016,100200,Diesel,Automatic,11.36,2755.0,171.5,7.0,17.0,toyota innova
2015,63642,Diesel,Manual,27.3,1498.0,98.6,5.0,5.65,honda jazz
2015,62550,Diesel,Manual,25.8,1498.0,98.6,5.0,5.6,honda amaze
2016,38461,Diesel,Manual,26.59,1248.0,74.0,5.0,7.39,suzuki swift
2018,29000,Diesel,Manual,17.1,1956.0,170.0,5.0,19.0,jeep compass
2010,31000,Petrol,Manual,12.5,1794.0,132.0,5.0,5.0,toyota corolla
2011,42086,Petrol,Manual,17.0,1497.0,118.0,5.0,3.35,honda city
2013,49000,Petrol,Manual,18.6,1197.0,85.8,5.0,4.45,suzuki swift
2019,77240,Diesel,Automatic,22.32,1582.0,126.32,5.0,8.31,hyundai verna
2012,105000,Diesel,Manual,15.96,2523.0,62.1,7.0,6.0,mahindra bolero
2014,35000,Diesel,Manual,22.9,1248.0,74.0,5.0,5.25,suzuki swift
2004,129000,Petrol,Manual,13.8,1299.0,70.0,5.0,1.5,ford ikon
2018,33558,Diesel,Manual,20.14,1498.0,88.0,5.0,8.12,volkswagen polo
2012,60271,Diesel,Manual,13.6,2523.0,63.0,7.0,6.12,mahindra bolero
2017,45366,Diesel,Manual,25.1,1498.0,98.6,5.0,10.88,honda city
2016,42362,Petrol,Manual,18.6,1197.0,81.83,5.0,6.15,hyundai i20
2012,15200,Diesel,Automatic,15.06,1995.0,177.0,5.0,13.5,bmw x1
2015,43690,Diesel,Automatic,12.55,2982.0,168.5,7.0,17.11,toyota fortuner
2013,53073,Diesel,Manual,20.77,1248.0,88.76,7.0,5.95,suzuki ertiga
2015,59000,Petrol,Manual,18.5,1197.0,80.0,5.0,5.75,hyundai i20
2014,55000,Diesel,Manual,20.45,1461.0,83.8,5.0,4.75,renault duster
2013,71932,Diesel,Automatic,12.55,2982.0,168.5,7.0,16.5,toyota fortuner
2011,81759,Diesel,Manual,19.3,1248.0,73.9,5.0,4.39,suzuki swift
2018,52010,Diesel,Manual,25.2,1248.0,74.0,5.0,6.2,suzuki swift
2016,58953,Petrol,Automatic,13.53,1984.0,177.01,5.0,24.22,audi a6
2008,93000,Diesel,Manual,10.5,2835.0,107.2,6.0,5.45,mitsubishi pajero
2019,40674,Diesel,Automatic,11.36,2755.0,171.5,7.0,24.82,toyota innova
2015,50000,Diesel,Automatic,19.3,1968.0,141.0,5.0,11.69,skoda octavia
2018,1331,Petrol,Automatic,14.28,1798.0,138.03,5.0,20.0,toyota corolla
2010,60000,Petrol,Manual,19.7,796.0,35.0,8.0,1.45,suzuki omni
2016,25000,Diesel,Automatic,21.5,1498.0,108.5,5.0,9.45,volkswagen vento
2015,73000,Diesel,Manual,16.0,2179.0,140.0,7.0,12.5,mahindra xuv500
2014,59962,Diesel,Manual,20.45,1461.0,83.8,5.0,6.9,nissan terrano
2012,72000,Diesel,Manual,22.32,1582.0,126.32,5.0,5.8,hyundai verna
2015,35000,Diesel,Manual,15.4,2179.0,120.0,7.0,8.5,mahindra scorpio
2017,38056,Diesel,Manual,23.9,1582.0,126.2,5.0,10.7,hyundai verna
2010,64236,Petrol,Manual,14.7,1150.0,76.0,5.0,2.44,chevrolet aveo
2000,124000,Diesel,Manual,13.6,2523.0,63.0,7.0,1.95,mahindra bolero
2014,7400,Petrol,Manual,19.1,1197.0,82.0,5.0,4.35,hyundai xcent
2017,52000,Diesel,Manual,13.68,2393.0,147.8,8.0,17.5,toyota innova
2015,68764,Petrol,Manual,21.1,814.0,55.2,5.0,2.9,hyundai eon
2013,64000,Diesel,Manual,22.07,1199.0,73.9,5.0,2.9,volkswagen polo
2016,21558,Diesel,Manual,24.3,1248.0,88.5,5.0,8.9,suzuki vitara
2013,37500,Diesel,Automatic,18.88,1995.0,184.0,5.0,16.75,bmw 3
2016,14077,Petrol,Manual,21.1,814.0,55.2,5.0,3.95,hyundai eon
2009,70000,Petrol,Manual,17.0,1497.0,118.0,5.0,2.1,honda city
2011,54316,Petrol,Manual,12.8,2354.0,177.6,5.0,4.29,honda accord
2009,90764,Diesel,Manual,14.0,2498.0,112.0,8.0,3.85,mahindra xylo
2009,137000,Diesel,Automatic,13.2,1995.0,170.0,5.0,9.0,bmw 3
2013,127000,Petrol,Manual,16.8,1497.0,116.3,5.0,4.5,honda city
2016,51884,Diesel,Manual,16.0,2179.0,140.0,7.0,12.46,mahindra xuv500
2014,67407,Diesel,Manual,21.27,1396.0,88.76,5.0,4.65,hyundai i20
2014,107825,Diesel,Manual,13.0,2982.0,168.5,7.0,20.5,toyota fortuner
2006,82453,Diesel,Manual,13.6,2523.0,63.0,8.0,2.9,mahindra bolero
2015,61000,Diesel,Automatic,15.73,1968.0,174.33,5.0,25.0,audi q3
2013,48454,Petrol,Manual,17.0,1197.0,80.0,5.0,3.5,hyundai i20
2013,58000,Diesel,Manual,19.33,1968.0,138.03,5.0,5.9,volkswagen jetta
2017,28360,Petrol,Manual,19.1,1197.0,81.86,5.0,5.12,hyundai xcent
2007,92000,Petrol,Manual,13.8,1299.0,70.0,5.0,1.25,ford ikon
2013,25000,Petrol,Manual,20.36,1197.0,78.9,5.0,2.65,hyundai i10
2016,37882,Diesel,Manual,22.32,1582.0,126.3,5.0,9.19,hyundai verna
2014,69330,Diesel,Automatic,16.07,1995.0,181.0,5.0,23.5,bmw 3
2011,61000,Petrol,Automatic,12.3,1796.0,185.0,5.0,12.5,mercedes-benz e-class
2010,35000,Petrol,Manual,18.6,1199.0,79.4,5.0,1.5,chevrolet beat
2012,72450,Diesel,Manual,15.1,2179.0,140.0,7.0,8.1,mahindra xuv500
2017,36381,Diesel,Manual,28.09,1248.0,88.5,5.0,9.75,suzuki ciaz
2005,100000,Petrol,Automatic,16.4,1497.0,78.0,5.0,1.96,honda city
2015,94000,Diesel,Automatic,11.5,2982.0,169.0,7.0,20.5,toyota fortuner
2011,64357,Petrol,Manual,24.07,998.0,67.1,5.0,2.75,suzuki alto
2009,47000,Diesel,Manual,21.9,1396.0,90.0,5.0,2.8,hyundai i20
2007,89000,Petrol,Manual,13.4,1794.0,125.0,5.0,3.0,toyota corolla
2014,49964,Diesel,Automatic,17.68,1968.0,174.33,5.0,23.89,audi a6
2014,35000,Diesel,Manual,12.99,2494.0,100.6,7.0,12.75,toyota innova
2014,64000,Diesel,Manual,24.0,1120.0,70.0,5.0,4.15,hyundai grand
2013,36000,Petrol,Automatic,14.8,1598.0,105.0,5.0,4.65,volkswagen vento
2012,78600,Diesel,Manual,12.8,2494.0,102.0,7.0,8.9,toyota innova
2015,65000,Diesel,Manual,23.2,1248.0,73.94,5.0,3.27,suzuki ritz
2016,21000,Petrol,Manual,18.6,1197.0,81.83,5.0,6.3,hyundai i20
2017,18108,Diesel,Manual,24.3,1248.0,88.5,5.0,11.31,suzuki vitara
2014,58407,Petrol,Manual,17.4,1497.0,117.3,5.0,6.16,honda city
2014,49500,Petrol,Manual,20.73,1373.0,91.1,5.0,6.0,suzuki ciaz
2013,37199,Petrol,Automatic,17.5,1498.0,99.6,5.0,5.43,nissan sunny
2012,62000,Diesel,Manual,22.07,1199.0,73.9,5.0,4.65,volkswagen polo
2015,59000,Diesel,Manual,20.77,1248.0,88.8,7.0,7.5,suzuki ertiga
2015,60000,Diesel,Manual,26.59,1248.0,74.0,5.0,6.25,suzuki swift
2007,39037,Diesel,Automatic,14.84,2143.0,170.0,5.0,9.25,mercedes-benz new
2013,17003,Petrol,Manual,19.4,1198.0,86.8,5.0,3.15,honda brio
2008,80400,Petrol,Manual,16.0,1086.0,66.7,5.0,2.3,hyundai i10
2012,75200,Diesel,Manual,22.32,1582.0,126.32,5.0,5.25,hyundai verna
2017,41217,Diesel,Manual,28.09,1248.0,88.5,5.0,7.4,suzuki ciaz
2006,98293,Petrol,Manual,13.8,1299.0,70.0,5.0,1.55,ford ikon
2017,54000,Petrol,Manual,16.2,1199.0,74.0,5.0,6.0,volkswagen polo
2016,17377,Petrol,Manual,18.7,1199.0,88.7,5.0,5.9,honda jazz
2013,33800,Diesel,Manual,25.8,1498.0,98.6,5.0,4.7,honda amaze
2015,86157,Diesel,Manual,22.54,1396.0,88.73,5.0,6.5,hyundai i20
2012,146824,Diesel,Manual,21.1,1248.0,73.9,5.0,3.55,suzuki ritz
2014,55000,Petrol,Manual,16.8,1497.0,116.3,5.0,7.1,honda city
2010,53293,Petrol,Manual,13.14,1798.0,160.0,5.0,6.0,skoda superb
2017,38000,Diesel,Manual,24.3,1248.0,88.5,5.0,7.99,suzuki vitara
2009,64000,Petrol,Manual,17.0,1197.0,80.0,5.0,4.1,hyundai i20
2017,25058,Petrol,Automatic,24.07,998.0,67.1,5.0,3.95,suzuki alto
2016,36700,Petrol,Manual,21.1,814.0,55.2,5.0,4.38,hyundai eon
2011,35000,Petrol,Manual,20.36,1197.0,78.9,5.0,2.75,hyundai i10
2013,62084,Diesel,Manual,22.77,1498.0,98.59,5.0,6.6,ford ecosport
2017,64798,Diesel,Manual,13.68,2393.0,147.8,7.0,18.75,toyota innova
2010,100002,Diesel,Manual,20.0,1399.0,68.0,5.0,1.28,ford figo
2006,78000,Petrol,Manual,14.49,1399.0,92.7,5.0,1.2,chevrolet aveo
2013,57717,Petrol,Manual,18.5,1197.0,85.8,5.0,4.31,suzuki ritz
2011,109000,Diesel,Automatic,12.39,2179.0,147.51,5.0,16.5,land rover
2017,74515,Petrol,Manual,18.9,1197.0,82.0,5.0,5.64,hyundai grand
2017,37688,Petrol,Manual,17.01,1591.0,121.3,5.0,7.88,hyundai verna
2008,64000,Petrol,Manual,17.5,1298.0,85.8,5.0,2.85,suzuki swift
2011,100000,Petrol,Manual,13.0,1343.0,90.0,5.0,3.5,honda city
2014,75000,Diesel,Manual,20.46,1461.0,83.8,5.0,7.5,renault duster
2012,86000,Diesel,Automatic,14.84,2143.0,170.0,5.0,19.0,mercedes-benz new
2015,41721,Petrol,Manual,19.1,1197.0,82.0,5.0,4.7,hyundai xcent
2017,13000,Petrol,Automatic,22.0,1197.0,81.8,5.0,8.5,suzuki dzire
2017,54250,Petrol,Manual,22.74,796.0,47.3,5.0,3.51,suzuki alto
2013,45979,Diesel,Automatic,17.11,1968.0,174.33,5.0,19.5,audi a4
2012,40700,Diesel,Manual,25.44,936.0,57.6,5.0,2.65,chevrolet beat
2015,43828,Petrol,Manual,20.51,998.0,67.04,5.0,3.52,suzuki wagon
2016,53000,Diesel,Manual,19.01,1461.0,108.5,5.0,6.25,nissan terrano
2015,100000,Diesel,Automatic,18.88,1995.0,184.0,5.0,24.75,bmw 3
2015,19000,Petrol,Manual,20.85,1197.0,83.14,5.0,5.25,suzuki swift
2018,37630,Petrol,Automatic,15.63,1499.0,110.4,5.0,9.1,ford ecosport
2010,67714,Petrol,Manual,18.5,1197.0,80.0,5.0,3.25,hyundai i20
2010,51000,Petrol,Manual,16.2,1599.0,103.2,5.0,3.1,hyundai verna
2015,58390,Diesel,Automatic,18.88,1995.0,184.0,5.0,19.86,bmw 3
2017,14000,Diesel,Manual,24.0,1186.0,73.97,5.0,4.9,hyundai grand
2014,55818,Petrol,Manual,17.4,1497.0,117.3,5.0,5.7,honda city
2012,52241,Diesel,Manual,25.2,1248.0,74.0,5.0,2.9,suzuki swift
2018,25433,Diesel,Manual,27.39,1248.0,74.0,5.0,7.83,suzuki baleno
2008,72000,Petrol,Manual,13.2,1495.0,94.0,5.0,2.0,hyundai accent
2016,54631,Diesel,Manual,25.2,1248.0,74.0,5.0,6.25,suzuki swift
2017,63939,Diesel,Manual,25.47,1248.0,88.5,7.0,7.75,suzuki ertiga
2014,35214,Petrol,Automatic,23.1,998.0,67.04,5.0,3.2,suzuki celerio
2015,63000,Diesel,Manual,25.2,1248.0,74.0,5.0,4.9,suzuki swift
2012,121377,Petrol,Manual,15.04,1598.0,103.6,5.0,3.8,volkswagen vento
2009,100970,Diesel,Automatic,15.5,1896.0,105.0,5.0,4.0,volkswagen jetta
2008,77650,Diesel,Manual,17.2,1396.0,53.5,5.0,1.15,tata indica
2015,18955,Petrol,Automatic,18.0,1497.0,117.3,5.0,10.65,honda city
2011,73000,Diesel,Manual,18.3,1991.0,147.9,5.0,4.2,chevrolet cruze
2015,72007,Diesel,Manual,15.1,2179.0,140.0,7.0,9.9,mahindra xuv500
2014,56778,Petrol,Automatic,11.74,1796.0,186.0,5.0,15.46,mercedes-benz new
2018,20024,Petrol,Manual,18.2,1199.0,88.7,5.0,8.46,honda jazz
2013,42103,Petrol,Manual,16.78,1496.0,88.73,5.0,3.25,toyota etios
2012,67147,Petrol,Manual,19.7,796.0,46.3,5.0,2.6,suzuki alto
2016,37806,Petrol,Manual,20.4,1197.0,81.8,5.0,5.2,suzuki swift
2009,85000,Petrol,Manual,19.0,998.0,66.1,5.0,1.8,suzuki a-star
2015,72035,Diesel,Manual,25.5,1498.0,99.0,5.0,2.5,ford figo
2011,48500,Petrol,Manual,16.0,1368.0,90.0,5.0,2.5,fiat linea
2017,28854,Petrol,Manual,18.16,1196.0,86.8,5.0,6.7,ford figo
2005,92450,Petrol,Manual,15.4,1590.0,94.0,5.0,1.2,suzuki baleno
2017,51087,Diesel,Manual,17.9,1998.0,163.7,5.0,7.75,chevrolet cruze
2005,50000,Diesel,Manual,12.7,2609.0,116.6,8.0,1.94,mahindra scorpio
2016,73000,Diesel,Manual,25.0,1396.0,69.0,5.0,2.2,tata indica
2016,50000,Diesel,Manual,12.8,2494.0,102.0,8.0,15.65,toyota innova
2011,50000,Petrol,Manual,18.5,1197.0,85.8,5.0,1.5,suzuki ritz
2013,94000,Diesel,Manual,12.8,2494.0,102.0,8.0,8.85,toyota innova
2013,74000,Diesel,Manual,12.55,2982.0,168.5,7.0,17.9,toyota fortuner
2014,41016,Petrol,Automatic,16.95,1197.0,78.9,5.0,5.08,hyundai i10
2012,67000,Diesel,Manual,22.32,1582.0,126.32,5.0,6.25,hyundai verna
2015,76927,Diesel,Automatic,15.73,1968.0,174.33,5.0,22.75,audi q3
2010,17088,Petrol,Manual,18.6,1199.0,79.4,5.0,1.46,chevrolet beat
2007,112808,Diesel,Manual,17.8,1399.0,68.0,5.0,2.05,ford fiesta
2014,74980,Diesel,Manual,20.0,1399.0,68.0,5.0,4.08,ford figo
2014,44600,Petrol,Automatic,23.1,998.0,67.04,5.0,4.55,suzuki celerio
2016,21000,Petrol,Manual,15.8,1591.0,121.3,5.0,10.9,hyundai creta
2010,81245,Petrol,Manual,18.9,998.0,67.1,5.0,2.45,suzuki wagon
2013,70000,Diesel,Automatic,10.0,2148.0,170.0,5.0,15.8,mercedes-benz e-class
2017,4018,Petrol,Manual,18.88,1499.0,110.4,5.0,8.25,ford ecosport
2016,56532,Diesel,Manual,16.0,2179.0,140.0,7.0,15.54,mahindra xuv500
2013,26875,Petrol,Manual,16.8,796.0,34.2,8.0,2.35,suzuki omni
2015,72599,Petrol,Manual,22.5,998.0,67.04,5.0,4.32,suzuki wagon
2011,98000,Diesel,Manual,22.32,1582.0,126.32,5.0,5.2,hyundai verna
2018,19500,Petrol,Manual,18.6,1197.0,81.83,5.0,5.85,hyundai i20
2013,68000,Petrol,Manual,16.02,1373.0,93.7,7.0,6.25,suzuki ertiga
2019,19654,Diesel,Automatic,14.0,2179.0,155.0,7.0,17.63,mahindra xuv500
2017,26000,Diesel,Manual,23.65,1248.0,88.5,5.0,9.75,suzuki sx4
2011,75020,Diesel,Manual,22.07,1199.0,73.9,5.0,4.1,volkswagen polo
2011,157000,Diesel,Manual,12.55,2982.0,168.5,7.0,11.99,toyota fortuner
2017,43773,Diesel,Manual,16.0,2179.0,140.0,7.0,13.54,mahindra xuv500
2016,23280,Petrol,Manual,18.7,1199.0,88.7,5.0,6.5,honda jazz
2013,88000,Diesel,Manual,23.4,1248.0,74.0,5.0,4.75,suzuki swift
2014,67000,Petrol,Manual,17.01,1591.0,121.3,5.0,5.6,hyundai verna
2018,11000,Petrol,Manual,18.6,1197.0,81.83,5.0,6.35,hyundai i20
2013,60669,Petrol,Manual,16.8,1497.0,116.3,5.0,4.95,honda city
2018,12000,Diesel,Manual,27.4,1498.0,98.6,5.0,8.5,honda amaze
2013,35000,Petrol,Manual,17.1,1591.0,121.3,5.0,4.5,hyundai verna
2015,65000,Diesel,Manual,24.2,1498.0,98.6,7.0,5.5,honda mobilio
2013,39929,Diesel,Manual,20.77,1248.0,88.8,7.0,6.56,suzuki ertiga
2014,49000,Petrol,Manual,24.07,998.0,67.1,5.0,2.3,suzuki alto
2016,21456,Petrol,Manual,20.36,1197.0,78.9,5.0,4.55,hyundai i10
2009,74000,Diesel,Automatic,17.0,1896.0,105.0,5.0,7.75,skoda laura
2015,37000,Petrol,Manual,18.6,1197.0,81.83,5.0,5.25,hyundai i20
2013,108640,Diesel,Automatic,11.5,2993.0,235.0,5.0,23.29,bmw 5
2016,38000,Diesel,Automatic,22.69,1995.0,190.0,5.0,23.99,bmw 3
2010,80000,Petrol,Manual,14.49,1399.0,92.7,5.0,1.79,chevrolet aveo
2011,47000,Diesel,Automatic,14.21,2143.0,203.0,5.0,13.9,mercedes-benz e-class
2013,31000,Diesel,Automatic,17.68,1968.0,174.33,5.0,18.95,audi a6
2014,40000,Petrol,Manual,20.51,998.0,67.04,5.0,2.49,suzuki wagon
2016,4152,Petrol,Manual,25.17,799.0,53.3,5.0,3.15,renault kwid
2017,51000,Diesel,Manual,21.66,1498.0,108.62,5.0,6.45,volkswagen ameo
2013,55000,Diesel,Manual,22.07,1199.0,73.9,5.0,4.25,volkswagen polo
2014,58500,Petrol,Manual,22.74,796.0,47.3,5.0,2.75,suzuki alto
2017,58620,Petrol,Manual,18.6,1197.0,81.83,5.0,7.14,hyundai i20
2012,71172,Petrol,Manual,17.0,1197.0,80.0,5.0,3.5,hyundai i20
2017,12000,Diesel,Manual,22.54,1396.0,88.73,5.0,7.3,hyundai i20
2014,25000,Petrol,Manual,20.51,998.0,67.04,5.0,2.75,suzuki wagon
2017,43000,Diesel,Manual,22.54,1396.0,88.73,5.0,8.2,hyundai i20
2015,57022,Petrol,Automatic,17.21,1197.0,103.6,5.0,6.51,volkswagen polo
2015,92000,Diesel,Manual,20.0,1399.0,68.05,5.0,4.25,ford figo
2014,33372,Petrol,Manual,18.6,1197.0,85.8,5.0,6.21,suzuki swift
2016,52625,Diesel,Manual,24.0,1120.0,70.0,5.0,4.58,hyundai grand
2012,65537,CNG,Manual,26.83,796.0,38.4,5.0,2.1,suzuki alto
2014,60138,Petrol,Manual,19.81,1086.0,68.05,5.0,4.09,hyundai i10
2014,84000,Diesel,Automatic,19.3,1968.0,141.0,5.0,10.75,skoda octavia
2014,33450,Petrol,Automatic,23.1,998.0,67.04,5.0,4.4,suzuki celerio
2013,125000,Diesel,Manual,20.54,1598.0,103.6,5.0,6.25,volkswagen vento
2011,99606,Diesel,Automatic,16.07,1995.0,181.0,5.0,10.5,bmw 3
